ACTIVITY,ALogP98,ES_Sum_dO,ES_Sum_sCH3,ES_Sum_ssCH2,Molecular_Solubility,HBA_Count,NPlusO_Count,Num_Atoms,Num_Hydrogens,Num_RotatableBonds,Num_DoubleBonds,Num_AliphaticDoubleBonds,Molecular_FractionalPolarSurfaceArea,BIC,IAC_Mean,IC,JX
0,2.546,10.857,1.838,6.414,-2.162,2,2,11,16,3,1,1,0.157,0.79369,1.2538,2.84535,2.10249
0,2.183,0.0,0.0,8.146,-3.441,2,2,13,16,2,3,0,0.14,0.65107,1.26992,2.66122,1.86225
0,2.015,0.0,0.0,5.522,-0.4,0,0,6,10,0,0,0,0.356,0.74209,1.19819,1.91829,2.14986
0,0.858,10.243,0.0,3.969,-0.681,1,1,6,8,0,1,1,0.191,0.68331,1.2638,1.91829,2.31808
0,3.51,0.0,6.541,0.0,-3.096,0,0,10,14,1,3,0,0.0,0.62747,0.97986,2.32192,2.89376
0,3.582,11.896,8.352,2.218,-3.819,1,1,14,20,2,3,3,0.076,0.84837,1.13027,3.46771,2.94006
0,3.387,11.903,8.384,1.005,-3.969,1,1,14,20,2,3,3,0.076,0.86157,1.13027,3.52164,2.90114
0,3.21,9.819,2.19,4.929,-3.678,1,1,11,16,6,3,3,0.095,0.76892,1.15417,2.84535,3.12485
0,2.953,0.0,2.203,5.163,-3.382,0,1,11,18,6,2,2,0.109,0.76211,1.12425,2.73215,3.06436
0,3.002,10.72,2.203,7.732,-2.758,2,2,12,18,5,1,1,0.143,0.81667,1.23095,3.02205,1.906
0,3.002,10.883,2.187,7.498,-2.662,2,2,12,18,4,1,1,0.143,0.81667,1.23095,3.02205,2.02954
0,3.002,11.034,2.165,7.295,-2.577,2,2,12,18,3,1,1,0.143,0.81667,1.23095,3.02205,2.18168
0,3.677,9.94,2.228,9.811,-3.8,1,1,11,20,8,1,1,0.091,0.59242,1.09426,2.04945,2.71208
0,3.926,0.0,5.659,10.424,-4.215,2,2,14,26,10,0,0,0.075,0.59912,1.14115,2.21702,2.93842
0,2.181,10.134,2.198,8.642,-3.413,0,2,12,19,8,1,1,0.196,0.63947,1.21452,2.29248,2.80775
0,3.707,0.0,2.241,10.751,-3.614,0,1,11,22,8,0,0,0.105,0.39413,1.06479,1.30929,2.66664
0,3.696,0.0,4.261,8.402,-3.305,0,1,11,22,7,0,0,0.104,0.76772,1.06479,2.55034,2.8605
0,3.51,10.844,4.144,7.759,-3.322,1,1,11,20,7,1,1,0.089,0.73721,1.09426,2.55034,2.91873
0,3.654,9.853,2.214,7.566,-3.777,1,1,11,18,7,2,2,0.093,0.76211,1.12425,2.73215,2.87011
0,3.233,9.906,2.204,6.639,-3.617,1,1,11,18,7,2,2,0.093,0.74297,1.12425,2.66353,2.93816
0,3.287,9.926,0.0,7.944,-3.582,1,1,11,18,8,2,2,0.093,0.51843,1.12425,1.85855,2.76003
0,2.158,10.047,2.184,7.058,-3.569,0,2,12,17,7,2,2,0.2,0.78863,1.24742,2.91829,2.99131
0,1.737,10.1,2.174,5.741,-3.296,0,2,12,17,7,2,2,0.2,0.83367,1.24742,3.08496,3.03016
0,1.737,10.11,2.164,5.532,-3.252,0,2,12,17,7,2,2,0.2,0.83367,1.24742,3.08496,3.01957
0,1.791,10.121,0.0,6.816,-3.213,0,2,12,17,8,2,2,0.202,0.70734,1.24742,2.61749,2.85023
0,3.44,0.0,2.206,7.174,-3.276,0,1,11,20,7,1,1,0.107,0.78977,1.09426,2.73215,2.91576
0,3.276,10.445,3.785,6.153,-3.524,1,1,11,18,6,2,2,0.091,0.8444,1.12425,3.02716,3.03802
0,3.642,10.41,3.656,7.563,-4.201,2,2,14,22,9,2,2,0.113,0.75513,1.19417,2.95021,2.98735
0,4.086,10.428,3.698,10.851,-4.391,2,2,14,24,10,1,1,0.112,0.54974,1.16743,2.09306,2.80837
0,5.21,11.027,4.238,12.348,-5.088,2,2,16,28,12,1,1,0.098,0.53125,1.14332,2.125,2.92895
0,4.753,10.796,4.067,11.376,-4.68,2,2,15,26,11,1,1,0.105,0.55633,1.15469,2.17355,2.87659
0,3.262,0.0,8.616,3.031,-3.471,0,1,14,22,3,2,2,0.088,0.83121,1.10844,3.32486,2.73078
0,2.933,10.963,8.332,2.708,-3.571,1,1,14,20,3,3,3,0.075,0.75672,1.13027,3.09306,2.77829
0,2.268,11.126,3.985,2.122,-1.56,2,2,12,12,0,3,3,0.161,0.89624,1.32501,3.58496,2.35241
0,-0.228,19.587,2.504,0.0,-0.58,2,2,6,6,1,2,2,0.329,0.56457,1.45914,1.58496,3.39151
0,3.21,0.0,0.0,2.045,-3.051,0,0,9,10,6,2,2,0.418,0.59451,1.43298,1.97493,2.50512
0,3.217,0.0,0.0,1.352,-4.058,1,1,15,14,4,6,0,0.046,0.46483,1.18191,2.0729,1.77575
0,0.455,20.92,3.177,2.954,-2.192,2,2,11,14,6,2,2,0.308,0.64153,1.47173,2.29989,2.88881
0,3.731,11.162,4.369,8.439,-3.623,2,2,14,22,6,1,1,0.12,0.71856,1.19417,2.80735,2.39135
0,5.486,22.724,4.164,12.369,-5.605,4,4,22,34,17,2,2,0.149,0.49124,1.23534,2.22219,3.11579
0,5.102,0.0,0.0,14.9,-5.531,0,0,14,22,3,0,0,0.226,0.37083,1.19417,1.44881,1.54657
0,0.137,21.574,3.267,0.055,-1.038,4,5,13,14,7,2,2,0.354,0.81028,1.46182,3.08505,3.50934
0,1.243,19.988,3.327,0.579,-0.951,4,4,11,11,6,2,2,0.399,0.71139,1.47283,2.55034,3.22852
0,1.71,0.0,6.208,1.951,-2.653,2,2,11,14,2,3,0,0.146,0.76535,1.29056,2.91397,2.93949
0,1.71,0.0,6.21,1.945,-2.651,2,2,11,14,2,3,0,0.146,0.76535,1.29056,2.91397,2.91114
0,1.71,0.0,6.201,1.966,-2.655,2,2,11,14,2,3,0,0.146,0.7176,1.29056,2.73215,2.97582
0,1.427,0.0,4.2,1.966,-2.176,2,2,10,12,2,3,0,0.163,0.62747,1.32217,2.32192,2.8795
0,3.526,22.082,3.641,8.112,-3.88,4,4,18,26,13,2,2,0.182,0.56954,1.28864,2.41938,3.04189
0,0.789,21.443,3.448,0.905,-1.173,4,4,12,14,7,2,2,0.273,0.60847,1.41955,2.25162,3.17708
0,1.492,0.0,4.349,2.52,-1.409,0,0,5,10,2,0,0,0.23,0.76096,1.15893,1.52192,2.06697
0,-0.515,21.706,3.086,0.121,-1.213,4,6,14,14,7,2,2,0.426,0.71856,1.49261,2.80735,3.84497
0,2.313,0.0,4.394,4.955,-1.82,1,1,9,16,2,0,0,0.063,0.71958,1.12385,2.28103,2.13631
0,2.674,0.0,4.348,2.439,-2.331,0,0,7,10,4,0,0,0.473,0.60219,1.3831,1.55665,2.18131
0,3.444,0.0,4.534,2.636,-2.683,0,0,9,12,2,0,0,0.44,0.71958,1.37878,2.28103,2.04794
0,1.581,0.0,0.0,0.959,-2.605,3,3,13,10,4,4,0,0.2,0.50894,1.42819,2.16197,1.66258
0,2.583,0.0,4.187,3.294,-2.014,0,1,11,18,1,1,1,0.116,0.81283,1.12425,2.91397,2.43314
0,2.962,10.889,5.699,3.277,-2.779,2,2,14,20,3,2,2,0.121,0.84469,1.22104,3.37878,2.47974
0,1.923,10.803,0.0,1.325,-1.809,2,2,11,8,0,4,1,0.191,0.68303,1.37796,2.73215,2.34278
0,1.165,0.0,4.057,3.491,-2.533,2,2,11,12,0,3,0,0.162,0.65278,1.32578,2.55034,2.50257
0,5.01,0.0,8.759,6.378,-4.739,0,1,16,28,8,2,2,0.073,0.80261,1.06831,3.28063,3.52122
0,3.707,0.0,8.823,5.89,-3.528,0,1,14,24,3,1,1,0.087,0.76409,1.08622,2.98522,2.68124
0,3.183,10.984,8.558,4.228,-3.821,1,1,14,22,3,2,2,0.074,0.73755,1.10844,2.95021,2.64245
0,3.378,10.981,8.54,5.514,-3.617,1,1,14,22,3,2,2,0.074,0.66612,1.10844,2.66449,2.7272
0,2.598,0.0,6.377,1.838,-2.078,1,1,11,16,1,2,2,0.052,0.76892,1.15417,2.84535,2.45104
0,0.524,0.0,1.933,2.161,-2.026,2,2,10,8,0,3,0,0.344,0.71491,1.63373,2.72192,2.42131
0,2.295,11.224,4.246,3.529,-1.804,2,2,12,16,0,1,1,0.157,0.85403,1.2638,3.25162,2.03029
0,2.996,0.0,2.171,2.64,-2.313,2,2,12,12,2,3,0,0.113,0.71384,1.32501,2.85538,2.18582
0,3.58,11.668,6.835,5.361,-3.947,1,1,16,24,1,2,2,0.071,0.75397,1.10586,3.20281,2.17694
0,0.311,10.222,0.0,2.628,-0.611,1,1,6,6,0,1,1,0.431,0.68331,1.62581,1.91829,2.2451
0,-1.448,9.68,0.0,-1.119,0.668,1,3,6,6,2,1,1,0.562,0.74209,1.5,1.91829,2.78763
0,-1.202,10.291,0.0,0.0,-0.724,0,4,11,4,1,4,1,0.533,0.72829,1.53012,2.84535,3.07635
0,0.548,0.0,0.0,1.317,-0.261,0,2,8,8,0,0,0,0.656,0.5,1.75,1.5,2.01955
0,2.838,0.0,8.889,0.0,-2.326,0,0,8,14,3,0,0,0.298,0.53431,1.24067,1.5,2.73898
0,3.428,0.0,8.883,0.0,-2.798,0,0,9,14,4,0,0,0.389,0.61219,1.32496,1.83659,2.67164
0,1.797,0.0,3.267,0.0,-1.631,2,2,10,10,2,3,0,0.123,0.68152,1.36096,2.52192,2.75088
0,0.079,0.0,5.043,0.0,-0.155,2,2,6,10,2,0,0,0.159,0.82616,1.29879,1.91829,2.48755
0,1.555,0.0,2.989,0.0,-1.153,2,3,11,10,2,3,0,0.238,0.7176,1.44116,2.73215,2.94338
0,2.348,0.0,3.232,0.0,-2.535,2,2,12,12,3,4,1,0.103,0.72957,1.32501,2.91829,2.98737
0,2.542,10.977,5.581,0.0,-2.868,1,1,11,12,1,4,1,0.102,0.72829,1.20883,2.84535,3.16596
0,2.441,11.197,5.909,3.064,-2.512,1,1,11,16,1,2,2,0.096,0.76892,1.15417,2.84535,2.68652
0,0.906,10.849,5.337,0.0,-2.283,2,2,10,9,1,3,1,0.351,0.70479,1.71209,2.64643,3.00189
0,2.785,0.0,5.815,0.0,-2.504,1,1,10,12,1,3,0,0.059,0.78961,1.20721,2.92192,3.00659
0,2.561,10.338,3.956,0.0,-2.576,1,1,10,10,1,4,1,0.115,0.76744,1.23449,2.92192,3.1592
0,2.765,0.0,4.079,0.0,-3.413,1,1,11,10,0,4,0,0.086,0.7129,1.22857,2.91397,2.86102
0,2.089,0.0,3.802,0.0,-2.222,0,1,10,12,1,3,0,0.133,0.62747,1.20721,2.32192,2.86555
0,3.316,11.509,7.484,0.0,-3.64,2,2,15,18,4,4,1,0.115,0.75093,1.25153,3.18989,2.72521
0,1.203,21.531,3.618,0.747,-1.135,2,2,9,10,0,2,2,0.255,0.65936,1.35999,2.28103,2.69872
0,0.992,21.411,3.755,0.458,-1.073,2,2,9,10,0,2,2,0.255,0.78784,1.35999,2.72548,2.69801
0,0.426,0.0,3.555,1.203,-1.084,0,2,10,12,0,0,0,0.503,0.45814,1.61718,1.52192,2.30264
0,2.988,0.0,6.456,0.0,-2.793,0,1,11,14,1,3,0,0.116,0.52658,1.18296,2.00488,2.96804
0,1.515,0.0,6.054,0.95,-0.785,0,1,9,14,1,1,1,0.25,0.95424,1.35162,3.16992,2.41481
0,1.584,0.0,3.807,0.0,-0.965,1,1,8,8,0,2,0,0.37,0.56175,1.53063,1.90563,3.00595
0,1.55,10.695,5.279,0.0,-2.54,2,2,11,10,2,3,1,0.313,0.73752,1.57235,2.84535,2.70625
0,3.328,0.0,7.913,0.0,-5.175,2,2,16,14,3,4,0,0.302,0.5606,1.5628,2.5,1.96022
0,2.831,0.0,8.569,1.885,-2.14,0,1,10,20,4,0,0,0.111,0.55552,1.07462,1.76096,3.28892
0,2.645,11.063,8.326,1.496,-2.217,1,1,10,18,4,1,1,0.096,0.63876,1.10778,2.12192,3.39054
0,2.773,10.159,6.1,2.01,-2.444,1,1,10,16,4,2,2,0.098,0.84462,1.14161,2.92192,3.32622
0,-0.029,10.464,3.39,0.0,-0.529,2,3,9,7,0,2,2,0.365,0.85207,1.50524,2.9477,2.7705
0,2.223,0.0,8.386,1.006,-1.485,0,1,11,18,2,1,1,0.206,0.79369,1.28598,2.84535,2.32896
0,0.339,11.038,4.899,0.0,-0.619,3,3,10,10,1,2,2,0.235,0.92662,1.44064,3.32192,2.68276
0,4.68,10.358,3.959,3.956,-4.713,1,1,16,22,8,5,5,0.066,0.75197,1.12395,3.25,3.80974
0,3.905,12.181,10.314,0.659,-4.595,2,2,17,22,6,3,1,0.201,0.77602,1.3518,3.38158,2.63793
0,2.588,0.0,8.543,2.367,-2.472,1,1,11,18,1,1,1,0.05,0.8444,1.12425,3.02716,2.486
0,3.268,10.659,7.762,2.03,-3.052,1,1,12,18,4,3,3,0.083,0.76648,1.13647,2.91829,3.75463
0,4.517,11.451,6.449,6.258,-4.342,1,1,16,24,5,3,3,0.068,0.78339,1.10586,3.32781,2.25982
0,5.354,11.629,10.349,4.228,-4.679,2,2,18,28,9,3,3,0.087,0.77516,1.16256,3.3502,3.83332
0,3.479,10.25,6.475,4.798,-3.192,1,1,11,20,6,1,1,0.089,0.89488,1.09426,3.09579,3.15997
0,3.634,0.0,6.277,1.027,-2.914,0,0,10,16,3,3,3,0.0,0.7382,0.96123,2.64643,3.73527
0,1.246,22.527,5.125,1.022,-1.688,4,4,14,14,4,3,3,0.256,0.89652,1.43156,3.66449,2.49664
0,0.575,10.166,5.501,0.0,-1.583,0,2,9,11,2,2,2,0.255,0.82045,1.33666,2.72548,3.88884
0,2.508,10.827,5.273,0.743,-3.395,2,2,14,16,4,4,1,0.124,0.68163,1.2729,2.84237,2.5673
0,3.631,11.426,5.881,2.085,-4.068,2,2,16,20,6,4,1,0.107,0.76998,1.23266,3.32781,2.48044
0,2.429,10.188,3.794,0.742,-3.06,1,2,13,14,4,4,1,0.135,0.74055,1.29723,3.02698,2.56419
0,0.093,0.0,3.893,0.0,-1.282,2,2,8,8,0,3,0,0.205,0.57812,1.40563,2.0,3.02712
0,0.094,0.0,3.846,0.0,-1.275,2,2,8,8,0,3,0,0.205,0.43359,1.40563,1.5,2.92543
0,0.094,0.0,3.861,0.0,-1.277,2,2,8,8,0,3,0,0.205,0.65039,1.40563,2.25,2.97016
0,1.244,0.0,3.986,0.0,-1.767,1,1,8,9,0,3,0,0.104,0.65039,1.25329,2.25,3.02032
0,3.314,0.0,4.104,0.0,-2.888,0,0,10,12,1,4,1,0.0,0.60985,0.99403,2.32192,3.0034
0,0.092,20.804,2.554,0.172,-0.677,4,4,10,10,5,2,2,0.324,0.67118,1.48547,2.32192,3.10332
0,1.147,0.0,4.16,1.101,0.076,1,1,8,12,0,0,0,0.339,0.63521,1.39546,1.90563,2.28416
0,0.737,0.0,4.071,0.0,-1.863,1,1,7,7,0,2,0,0.338,0.60044,1.57441,1.95021,2.88657
0,1.064,0.0,4.096,0.0,-1.851,1,1,7,7,0,2,0,0.337,0.60044,1.57441,1.95021,2.96764
0,2.492,11.854,3.948,0.0,-3.979,2,2,14,10,2,5,1,0.288,0.73672,1.53191,3.23592,2.32335
0,2.925,11.505,7.874,0.619,-3.575,2,2,14,16,4,3,1,0.244,0.81824,1.43843,3.37878,2.48545
0,3.162,0.0,4.129,0.0,-1.682,0,0,9,10,0,3,0,0.254,0.61288,1.23638,2.19715,3.21415
0,1.976,0.0,4.141,0.0,-1.242,0,0,5,6,2,0,0,0.587,0.76096,1.43537,1.52192,1.85994
0,2.138,0.0,4.511,0.0,-1.607,0,0,7,8,0,0,0,0.54,0.69467,1.45656,1.95021,2.05965
0,3.759,10.689,8.022,3.809,-3.874,1,1,14,22,6,3,3,0.071,0.70183,1.10844,2.80735,3.64305
0,1.717,0.0,4.005,0.0,-2.764,1,1,9,9,1,3,1,0.273,0.74796,1.49321,2.72548,3.02226
0,4.539,0.0,0.0,0.0,-4.594,0,0,14,10,3,6,0,0.251,0.41945,1.32501,1.84237,1.89547
0,3.39,0.0,0.0,0.0,-3.229,1,1,13,10,2,6,0,0.056,0.40216,1.20883,1.73814,2.11496
0,3.721,0.0,4.44,5.178,-3.441,0,0,9,14,6,0,0,0.394,0.4785,1.32496,1.43552,2.37514
0,-2.968,22.381,0.0,-0.687,0.08,5,13,24,13,4,5,3,0.67,0.8542,2.04905,4.25162,1.68461
0,-2.837,22.217,0.0,-0.662,-0.036,5,12,23,12,4,5,3,0.622,0.84687,2.03674,4.17573,1.66385
0,-1.875,8.881,0.0,0.0,1.163,0,4,5,1,0,1,1,1.0,0.59043,1.25162,1.37095,2.92493
0,-3.308,19.28,0.0,-0.593,-0.214,0,4,8,4,3,2,2,0.612,0.63092,1.58496,2.0,2.98156
0,1.644,0.0,4.457,4.248,-2.638,2,2,14,16,0,0,0,0.327,0.84469,1.53291,3.37878,1.76409
0,1.81,10.4,4.078,2.957,-3.068,1,1,11,14,6,2,2,0.329,0.86355,1.47173,3.09579,3.45362
0,2.916,0.0,0.0,1.802,-4.028,2,2,14,10,5,4,0,0.361,0.51734,1.65002,2.23592,1.54317
0,4.122,9.907,2.216,7.146,-4.664,1,1,13,20,8,3,3,0.08,0.72054,1.12142,2.81507,3.09305
0,4.122,9.891,2.226,7.745,-4.764,1,1,13,20,8,3,3,0.08,0.69602,1.12142,2.71929,3.07794
0,3.914,10.805,2.234,10.565,-3.829,2,2,14,22,7,1,1,0.122,0.7257,1.19417,2.83523,1.81592
0,3.914,10.986,2.225,10.291,-3.72,2,2,14,22,6,1,1,0.122,0.7257,1.19417,2.83523,1.91996
0,3.914,11.16,2.213,10.032,-3.617,2,2,14,22,5,1,1,0.122,0.7257,1.19417,2.83523,2.05695
0,4.566,9.925,2.24,10.434,-4.869,1,1,13,22,9,2,2,0.079,0.65856,1.09708,2.50738,2.88518
0,4.145,9.978,2.235,9.485,-4.706,1,1,13,22,9,2,2,0.079,0.67381,1.09708,2.56544,2.94755
0,6.128,11.18,6.007,13.731,-6.126,2,2,18,32,13,1,1,0.087,0.53077,1.12385,2.21329,2.98571
0,2.352,9.961,2.191,4.916,-2.71,2,2,12,16,6,2,2,0.162,0.85403,1.2638,3.25162,1.93734
0,-2.412,10.532,0.0,-0.672,-0.089,2,6,12,7,2,2,2,0.647,0.89781,1.58103,3.41829,2.61088
0,2.821,0.0,1.669,0.92,-2.852,1,1,11,12,3,4,1,0.056,0.65278,1.20883,2.55034,2.6872
0,1.045,0.0,0.0,1.756,1.349,0,0,4,6,1,0,0,0.717,0.63092,1.37095,1.0,1.85207
0,1.921,10.234,1.924,0.653,-2.101,2,2,11,10,3,4,1,0.167,0.69931,1.35666,2.73215,2.65869
0,1.864,0.0,6.135,1.572,-1.47,1,1,8,14,3,1,1,0.062,0.91666,1.14332,2.75,2.9231
0,1.74,0.0,1.93,1.164,-1.743,1,2,11,12,3,3,0,0.18,0.8131,1.32578,3.09579,2.53997
0,1.352,0.0,1.945,0.701,-1.337,2,2,8,7,2,2,0,0.384,0.73695,1.82281,2.5,2.30789
0,0.369,9.821,3.171,0.481,-0.365,2,2,6,8,2,1,1,0.246,1.0,1.37878,2.58496,2.60527
0,0.769,19.416,2.988,0.339,-0.721,3,3,9,9,4,2,2,0.413,0.88734,1.45914,2.9477,3.17365
0,1.165,21.717,6.392,0.343,-1.79,4,4,13,16,6,2,2,0.248,0.8911,1.39145,3.39274,3.76202
0,-0.013,20.975,3.291,0.908,-1.231,2,3,10,11,4,2,2,0.41,0.76499,1.74643,2.64643,3.08578
0,2.376,21.65,3.054,0.662,-3.096,3,3,16,15,6,5,2,0.219,0.7861,1.35858,3.45281,2.64585
0,1.509,10.802,3.431,0.613,-1.845,1,2,10,11,2,3,1,0.143,0.83143,1.43737,3.12192,2.91137
0,1.204,21.232,3.302,2.253,-1.861,3,3,12,14,7,2,2,0.337,0.77163,1.54436,2.85538,2.99708
0,-2.71,31.417,1.558,-0.608,-1.597,2,6,14,8,6,4,4,0.493,0.81342,1.57262,3.32486,4.2801
0,1.067,10.071,1.751,0.421,-0.822,2,2,7,8,3,2,2,0.224,0.93578,1.39958,2.80735,2.95947
0,-0.01,0.0,1.68,0.25,0.474,0,1,3,6,0,0,0,0.312,0.91829,1.22439,0.91829,1.53332
0,2.017,11.181,3.361,0.393,-2.177,3,3,13,12,4,4,1,0.187,0.71712,1.4041,2.9312,2.62226
0,1.287,11.163,1.76,0.368,-1.81,2,3,12,11,3,4,1,0.298,0.8129,1.54168,3.25162,2.77145
0,3.628,11.363,4.001,2.159,-3.538,2,2,15,18,6,4,1,0.118,0.78231,1.25153,3.32323,2.5332
0,4.016,22.699,0.0,11.495,-4.088,4,4,19,26,0,2,2,0.185,0.36735,1.29596,1.61351,2.12854
0,2.125,10.357,5.664,2.759,-1.941,2,2,10,16,5,1,1,0.152,0.87958,1.2389,2.92192,3.20396
0,1.859,9.967,4.06,1.972,-1.4,1,1,7,12,3,1,1,0.136,0.79645,1.16743,2.23592,3.10688
0,1.492,10.42,3.768,1.922,-1.056,2,2,8,12,4,1,1,0.189,0.75,1.29546,2.25,2.87815
0,0.363,10.161,3.782,1.483,-1.183,0,2,8,11,3,1,1,0.283,0.83333,1.32353,2.5,3.40328
0,2.502,10.907,1.785,0.414,-3.004,2,2,13,12,4,5,2,0.142,0.7259,1.32092,3.02698,2.47085
0,1.469,10.334,3.553,0.447,-1.219,2,2,8,10,3,2,2,0.195,0.94639,1.35164,3.0,3.14331
0,2.496,11.175,1.861,6.287,-2.125,2,2,11,16,3,1,1,0.157,0.79369,1.2538,2.84535,2.18616
0,3.198,11.063,1.859,8.913,-3.137,2,2,13,20,5,1,1,0.131,0.73937,1.21129,2.81507,2.00565
0,3.762,10.835,3.982,5.253,-4.128,2,2,14,20,8,3,3,0.116,0.80898,1.22104,3.23592,3.35208
0,4.23,10.956,4.072,9.83,-4.104,2,2,14,24,10,1,1,0.112,0.59646,1.16743,2.27094,2.93232
0,4.206,10.869,4.024,7.794,-4.188,2,2,14,22,9,2,2,0.114,0.75513,1.19417,2.95021,3.12823
0,3.785,10.922,4.03,6.754,-3.959,2,2,14,22,9,2,2,0.114,0.75513,1.19417,2.95021,3.12792
0,1.083,0.0,5.92,0.883,-2.005,2,2,9,11,1,2,0,0.177,0.71043,1.43666,2.50325,2.83718
0,2.497,0.0,5.076,0.881,-2.04,2,3,13,14,3,3,0,0.195,0.6653,1.37425,2.66122,3.06746
0,0.901,0.0,5.842,1.297,-1.241,1,2,10,15,1,2,2,0.157,0.81505,1.25972,2.92192,2.59582
0,1.043,0.0,6.046,0.971,-2.205,2,2,10,12,1,3,0,0.16,0.78961,1.32217,2.92192,2.98053
0,0.824,32.179,3.243,0.088,-1.466,4,4,12,12,6,3,3,0.319,0.74996,1.45914,2.85538,3.65134
0,-0.131,0.0,0.0,2.0,0.561,1,1,3,4,0,0,0,0.251,0.0,1.37878,0.0,2.0669
0,3.443,11.556,3.858,2.063,-3.535,2,2,15,18,6,4,1,0.118,0.78231,1.25153,3.32323,2.51435
0,1.746,0.0,2.068,0.993,-1.544,1,1,7,8,1,2,0,0.122,0.68841,1.2729,2.23592,2.65907
0,1.499,10.874,1.796,1.448,-2.078,3,3,12,12,5,3,1,0.222,0.72211,1.40563,2.85538,2.10928
0,1.864,10.945,1.813,2.52,-2.959,3,3,14,14,7,3,1,0.296,0.73599,1.54745,3.03914,1.90303
0,2.514,0.0,3.611,0.954,-1.977,1,2,11,12,2,3,0,0.178,0.76535,1.32578,2.91397,2.93272
0,3.188,10.261,4.159,4.314,-2.732,1,1,10,16,5,2,2,0.1,0.90243,1.14161,3.12192,3.48268
0,2.861,10.783,3.994,5.657,-2.516,2,2,11,18,7,1,1,0.14,0.71737,1.21701,2.48171,2.92438
0,2.417,10.75,3.889,2.815,-2.405,2,2,11,16,6,2,2,0.143,0.81283,1.2538,2.91397,3.11392
0,2.405,10.695,3.947,4.333,-2.007,2,2,10,16,6,1,1,0.154,0.75917,1.2389,2.52192,2.91977
0,2.658,0.0,4.32,5.2,-2.146,0,1,9,18,5,0,0,0.124,0.80646,1.08604,2.41938,3.05197
0,2.382,10.608,3.862,2.462,-2.115,2,2,10,14,5,2,2,0.157,0.84462,1.28067,2.92192,3.21405
0,1.96,10.644,3.836,1.847,-1.97,2,2,10,14,5,2,2,0.157,0.84462,1.28067,2.92192,3.15502
0,2.014,10.661,1.81,2.73,-1.872,2,2,10,14,6,2,2,0.159,0.90243,1.28067,3.12192,2.99067
0,4.709,11.485,7.89,5.477,-3.993,2,2,15,24,8,2,2,0.104,0.91005,1.17912,3.64022,3.8059
0,0.323,10.471,3.288,0.471,-0.606,2,3,9,12,4,1,1,0.306,0.92989,1.37878,2.9477,3.06683
0,1.199,10.635,1.948,2.077,-0.798,1,2,9,10,1,2,2,0.278,0.85207,1.35999,2.9477,2.72219
0,1.451,10.845,3.931,1.285,-1.084,1,2,10,12,1,2,2,0.246,0.92662,1.32217,3.32192,2.83139
0,1.662,11.038,3.775,1.584,-1.154,1,2,10,12,1,2,2,0.246,0.87083,1.32217,3.12192,2.70192
0,0.637,10.913,3.427,0.611,-0.734,2,3,10,10,1,2,2,0.315,0.87083,1.44064,3.12192,2.63008
0,0.494,10.623,3.605,0.723,-0.85,2,3,10,9,1,2,2,0.326,0.87083,1.46183,3.12192,2.69623
0,1.303,10.746,3.72,2.068,-1.316,2,3,11,16,6,1,1,0.253,0.89488,1.31952,3.09579,3.23093
0,1.499,10.52,5.44,0.483,-1.007,2,2,8,12,3,1,1,0.187,0.91666,1.29546,2.75,3.13881
0,3.06,11.947,8.747,4.349,-3.277,1,2,15,25,3,1,1,0.122,0.86414,1.21687,3.45656,2.60548
0,1.744,10.631,5.811,1.027,-1.325,2,2,9,14,4,1,1,0.168,0.92989,1.26467,2.9477,3.10978
0,5.142,11.027,4.1,12.699,-5.19,2,2,16,28,12,1,1,0.098,0.53125,1.14332,2.125,2.93931
0,0.315,20.917,3.199,0.887,-1.066,3,3,10,12,5,2,2,0.264,0.76499,1.39461,2.64643,3.12331
0,1.294,10.582,3.653,0.857,-0.264,2,2,9,12,4,1,1,0.388,0.92989,1.50996,2.9477,3.07454
0,1.153,10.444,3.453,0.434,-0.06,2,2,8,10,3,1,1,0.429,0.91666,1.56831,2.75,3.0956
0,0.917,10.371,1.788,1.446,0.045,2,2,8,10,4,1,1,0.432,0.75,1.56831,2.25,2.84521
0,1.955,10.751,5.666,1.349,-1.392,2,2,9,14,4,1,1,0.168,0.92989,1.26467,2.9477,3.28786
0,1.734,0.0,4.245,1.223,-1.324,0,0,5,8,2,0,0,0.423,0.76096,1.33467,1.52192,1.96346
0,1.925,10.876,5.605,0.47,-1.786,2,2,10,12,5,1,1,0.403,0.87958,1.61718,2.92192,3.19442
0,1.86,10.811,3.526,0.424,-1.322,2,2,10,12,4,3,3,0.161,0.87083,1.32217,3.12192,3.65135
0,2.2,10.79,5.953,2.095,-1.765,2,2,10,16,5,1,1,0.152,0.93979,1.2389,3.12192,3.22553
0,2.411,10.91,5.799,2.463,-1.846,2,2,10,16,5,1,1,0.152,0.87958,1.2389,2.92192,3.33418
0,1.967,10.859,5.507,0.459,-1.908,2,2,10,14,4,2,2,0.156,0.90243,1.28067,3.12192,3.54309
0,2.021,10.862,3.637,1.151,-1.791,2,2,10,14,5,2,2,0.157,0.96025,1.28067,3.32192,3.42753
0,1.877,11.447,3.698,0.392,-2.658,3,3,15,14,4,4,1,0.187,0.79977,1.37255,3.45656,2.02207
0,0.76,0.0,4.005,0.965,-1.719,2,2,9,10,1,3,0,0.182,0.63627,1.35999,2.28103,2.78879
0,0.76,0.0,4.023,0.966,-1.722,2,2,9,10,1,3,0,0.182,0.82224,1.35999,2.9477,2.8436
