ALogP98,ES_Sum_dO,ES_Sum_sCH3,ES_Sum_ssCH2,Molecular_Solubility,HBA_Count,NPlusO_Count,Num_Atoms,Num_Hydrogens,Num_RotatableBonds,Num_DoubleBonds,Num_AliphaticDoubleBonds,Molecular_FractionalPolarSurfaceArea,BIC,IAC_Mean,IC,JX,ACTIVITY
-0.6696085355753987,-0.9427024875884219,0.8603576168622477,-0.34453836558366924,1.098225219448524,0.2410379939716453,-0.32145309710613634,-0.914730485471692,-0.22757933800464397,-0.006022466290239919,-1.330886492138024,-1.1865032642601006,-0.6664747764707258,0.4519491845092869,-0.5202869372123965,-0.960900620650983,0.1560300064276189,0.0
-1.2108688996024048,-0.19723767488905875,-0.7490426385341713,-0.7741785037624702,1.7440249688182672,-0.4975919067169142,-0.7687776992653893,-1.719118020380427,-1.5790586095320769,-1.2704315428154953,-0.8984540081052407,-0.3796022071370354,0.3942728012674359,1.917894639460682,0.10077176598896724,-1.9967795040751346,-0.9842212954535297,0.0
0.7602209260626095,-0.9427024875884219,0.2374949807407154,0.6303228331470679,-0.8668248266831967,0.2410379939716453,-0.32145309710613634,0.3722895703822841,0.8536040792173024,1.2583866102350154,-0.03358904003967395,-1.1865032642601006,-1.0045880668747649,0.019268597926473792,-0.6545626078922366,0.4497257976026772,-1.0838903585477335,0.0
0.7190625858813893,-0.9427024875884219,2.6983008312149375,0.3638033283432059,-0.3420741264341378,0.2410379939716453,-0.32145309710613634,0.05053455641879009,1.3941957878282756,1.2583866102350154,-1.330886492138024,-1.1865032642601006,-1.0045880668747649,-1.2337330325019116,-0.9678125482659019,-1.1619113416690972,0.843741274784687,0.0
0.1467925134986691,-0.9427024875884219,0.9393692375676467,0.27674623257115283,-0.04221658343467577,0.2410379939716453,-0.32145309710613634,-0.271220457544704,0.5833082249118158,0.9422843411037015,-0.8984540081052407,-0.3796022071370354,-0.9117726538226758,0.4152525545550796,-0.7113127406443989,-0.017949281713005423,0.6491258856003899,0.0
0.5031222531497815,-0.9427024875884219,0.20906556581400645,0.25565048581410255,-0.5620515862575137,0.2410379939716453,-0.32145309710613634,0.21141206340053711,0.5833082249118158,0.9422843411037015,-0.03358904003967395,-1.1865032642601006,-0.9714397050704473,0.18252060764227637,-0.5772169436024421,0.503089821640497,-1.0085899161290193,0.0
-2.054332966877823,-0.18081289650590407,-0.8823285968269236,-0.7741785037624702,1.715759708617498,-1.2362218074054738,-0.32145309710613634,-1.55824051339868,-1.7142065366848203,-1.2704315428154953,-0.8984540081052407,-0.3796022071370354,1.9920238402355426,0.07198770011420931,0.9006248652462746,-2.129114807118133,-0.06509591389499904,0.0
-1.2176346541527425,0.7185707156809596,-0.4097357253179958,-0.7741785037624702,1.2801060242186897,0.9796678946602048,0.12587150505311662,-1.075607992453439,-1.3087627552265904,-0.6382270045528675,-0.4660215240724573,0.4272988499860296,1.0108323308277427,-0.6658582216813624,0.7638309636360686,-1.4278591952656323,0.7469690578082462,0.0
-1.272324503434638,-0.10512345385363481,-0.24912799164113358,-0.7741785037624702,1.4681314507716308,-0.4975919067169142,-0.32145309710613634,-1.2364854994351862,-1.0384669009211038,-0.9543292736841814,-0.8984540081052407,-0.3796022071370354,0.7986828152801101,0.9657020038681978,0.10077176598896724,-0.958377278008214,0.8681098954601765,0.0
-1.166327682146016,-0.14313750279196688,-0.15424020415848164,-0.7741785037624702,1.5682887858308774,-0.4975919067169142,-0.7687776992653893,-1.55824051339868,-1.3087627552265904,-1.2704315428154953,-0.8984540081052407,-0.3796022071370354,-0.06317459163214627,0.07198770011420931,-0.2739050217218252,-2.129114807118133,0.1265875158852589,0.0
-1.503487783904505,-0.9427024875884219,-0.28235717791910503,-0.7741785037624702,1.7348080361441032,0.2410379939716453,0.5731961072123696,-1.075607992453439,-1.0384669009211038,-0.6382270045528675,-1.330886492138024,-1.1865032642601006,1.8925787548225899,0.10477100735700266,0.4505360548529322,-1.4278591952656323,0.6843620683782775,0.0
-0.08211551545441906,0.8696109457611031,-0.19633050677724562,-0.3938608157480406,-0.24990479969249993,0.9796678946602048,0.12587150505311662,0.21141206340053711,-0.22757933800464397,0.3100798028410739,0.8312759280258928,0.4272988499860296,-0.17587902176682588,-0.8412932171968512,0.07275644688865249,-0.24924011444434793,-0.2143273805676669,0.0
1.421009620478913,0.06437348595603291,3.4762330033003366,-0.12288446303775945,-2.01648356224056,-0.4975919067169142,-0.7687776992653893,0.6940445843457782,1.123899933522789,-0.6382270045528675,0.3988434439931094,-0.3796022071370354,-1.0974034799268542,-0.6098903232803781,-1.0724540371044786,0.16826405960985874,0.15580177006682547,0.0
-0.5641755271659715,-0.026724769406206023,0.6255380338312492,-0.7741785037624702,0.3270751857101535,0.2410379939716453,-0.32145309710613634,-0.592975471508198,-0.7681710466156172,-0.9543292736841814,-0.03358904003967395,-0.3796022071370354,-0.21565705593200699,-0.26182611079720663,0.020638060311983158,-0.3434137540627531,0.7530612129771188,0.0
-0.30031109970280595,-0.0210522943975909,0.7868841938698441,-0.7741785037624702,-0.1497474646332535,-0.4975919067169142,-0.7687776992653893,-0.592975471508198,-0.7681710466156172,-0.9543292736841814,-0.03358904003967395,-0.3796022071370354,0.32134640529793757,-0.26182611079720663,0.4703221550200887,-0.3434137540627531,0.7782023259506791,0.0
